Mã serial,Mã dự thưởng
"001195","5DC261EF"
"001196","6A8DADFB"
"001197","F02CD74F"
"001198","F760481D"
"001199","5C5016D7"
"001200","A8097654"
"001201","80BA07C7"
"001202","D82E38B7"
"001203","E54F9EEC"
"001204","54309686"
"001205","8EDCDFE7"
"001206","6A95F7B7"
"001207","5208DDC0"
"001208","E1D55880"
"001209","83FCBD61"
"001210","EF4F7039"
"001211","C13C9591"
"001212","A7C58FA6"
"001213","3D118B56"
"001214","443560FC"
"001215","57C1D452"
"001216","98BBE850"
"001217","52B95A92"
"001218","BDF50C6D"
"001219","1F8087E6"
"001220","72E29291"
"001221","897A45F6"
"001222","D729F774"
"001223","282A92D4"
"001224","4797A709"
"001225","7648110E"
"001226","A43C0E00"
"001227","D3E0C74E"
"001228","2DCFA849"
"001229","FAF0D502"
"001230","2BC296C2"
"001231","8E3D20C5"
"001232","AC9E7E9C"
"001233","EB20220E"
"001234","E51A4F49"
"001235","3E07A36E"
"001236","201B4D0C"
"001237","8D33F396"
"001238","9249142D"
"001239","61273EB4"
"001240","88FF860C"
"001241","E22AD8CC"
"001242","BF35750B"
"001243","CF2C11A2"
"001244","7F0D93FB"
"001245","9D7EAD03"
"001246","A6A491B2"
"001247","491C7251"
"001248","DF77844F"
"001249","38CB46C5"
"001250","C55CA358"
"001251","74FA19F1"
"001252","EB2A0816"
"001253","37AC76E4"
"001254","3D36910D"
"001255","B8C0D152"
"001256","CD0C32C1"
"001257","AE4ABD59"
"001258","E4D4EEDC"
"001259","AB6C0267"
"001260","EDF0519C"
"001261","309A0DA7"
"001262","ED22C74A"
"001263","82DC8BD1"
"001264","531E40AF"
"001265","695A097F"
"001266","D3A8915A"
"001267","C3443881"
"001268","850B97C9"
"001269","D6730DF1"
"001270","2831AF41"
"001271","D00837F9"
"001272","5602159B"
"001273","EC576FA4"
"001274","7D28DB6B"
"001275","96D7FD30"
"001276","F420A371"
"001277","BB9C50EC"
"001278","7C7DDC86"
"001279","B401DCB8"
"001280","9F4F54CF"
"001281","D30964B4"
"001282","1ED2E8BC"
"001283","62DAD039"
"001284","B26AC32D"
"001285","9CEB076F"
"001286","881C0F3D"
"001287","DE5ABC8B"
"001288","AF1720ED"
"001289","A07E0A53"
"001290","F3C711B0"
"001291","C4DA9A19"
"001292","45576D76"
"001293","AFD89320"
"001294","F2EE0543"
"001295","3E2DE127"
"001296","E3311DC9"
"001297","EFBF6A69"
"001298","F9031FFE"
"001299","7D1C97C3"
"001300","1550A430"
"001301","81632346"
"001302","DED00FDC"
"001303","AC8F65C6"
"001304","C7CF333E"
"001305","F60C706A"
"001306","408F3FAB"
"001307","1D8B05CB"
"001308","D5E61771"
"001309","7A4B0F92"
"001310","CA5163D7"
"001311","3D64821E"
"001312","10881199"
"001313","C146A600"
"001314","85CDB42B"
"001315","5B638ADE"
"001316","668507E4"
"001317","995CF23E"
"001318","EE272F33"
"001319","22545677"
"001320","750873D4"
"001321","8944AD60"
"001322","D11D498F"
"001323","D556622E"
"001324","FCEEEB29"
"001325","A07883B2"
"001326","498A693E"
"001327","9781756A"
"001328","589B226B"
"001329","F6B97C07"
"001330","94FE88EC"
"001331","ABC6487B"
"001332","569ECD42"
"001333","8D043592"
"001334","DDB068F5"
"001335","EDBC2F19"
"001336","9FB7B67B"
"001337","FE6055DF"
"001338","5AEBAA91"
"001339","A4D9254B"
"001340","EA4D7523"
"001341","707D8CC5"
"001342","448E3551"
"001343","41DD9DAA"
"001344","F2C81CC4"
"001345","7B1D88A4"
"001346","A2134925"
"001347","42097629"
"001348","FEC446C5"
"001349","D9D63EC4"
"001350","1B169966"
"001351","5CFB6D02"
"001352","9954D8CC"
"001353","DDC3E6EB"
"001354","BE25D498"
"001355","48E879FF"
"001356","382EE583"
"001357","8C4E0969"
"001358","C322F70C"
"001359","452469A3"
"001360","84C807B0"
"001361","552F0213"
"001362","B065C5C8"
"001363","DCC11C77"
"001364","D91B98EC"
"001365","AC795139"
"001366","1D36D9E5"
"001367","6255C921"
"001368","8DF72366"
"001369","AD62265E"
"001370","C12A90A5"
"001371","82CBA081"
"001372","405A6E4E"
"001373","682478F9"
"001374","F64E4B04"
"001375","975935F5"
"001376","34A38530"
"001377","405C15FF"
"001378","6C065757"
"001379","B6A20A7E"
"001380","68EB1BD0"
"001381","49C40058"
"001382","41E6E35F"
"001383","5A3B9A32"
"001384","2C21A9D1"
"001385","FF4F8375"
"001386","4CBE5DA4"
"001387","50A54D06"
"001388","6D29A428"
"001389","94215AFE"
"001390","F4739E61"
"001391","A40CAADE"
"001392","5C573214"
"001393","A6F04C19"
"001394","A7463C32"
"001395","CC033269"
"001396","2A69B99E"
"001397","FEF48FE8"
"001398","5E6B6D71"
"001399","4B9732F8"
"001400","8A3FA9A7"
"001401","7D8574F1"
"001402","B0EDD247"
"001403","960D08FA"
"001404","3E30DFB4"
"001405","E91A9048"
"001406","14228B56"
"001407","3AC21E0A"
"001408","B72805D7"
"001409","256FE3CA"
"001410","2CF1FA3E"
"001411","DC8F0C69"
"001412","B23F4FAB"
"001413","4118559F"
"001414","2A9E8E0E"
"001415","1A4A43B0"
"001416","61D0EC5B"
"001417","FAD5DB80"
"001418","7A9FFB34"
"001419","8CD8925A"
"001420","E8979AAA"
"001421","B09ABA2D"
"001422","CD953B86"
"001423","6B84F1C9"
"001424","C0A7B2E3"
"001425","4F2335F8"
"001426","8F3BBDA6"
"001427","A124F4CC"
"001428","C4B50D64"
"001429","43A316D9"
"001430","AEC61AF5"
"001431","C3DB38B8"
"001432","38462501"
"001433","510E5FDD"
"001434","71D8BC40"
"001435","96153C43"
"001436","7B20D2BB"
"001437","50109AF5"
"001438","CADEC7E0"
"001439","19ADF519"
"001440","BD69059C"
"001441","5BD213BD"
"001442","AB55B946"
"001443","1DEA8C7C"
"001444","6C95D648"
"001445","7E366A17"
"001446","AC1A06C5"
"001447","9E529BBE"
"001448","DD8D525E"
"001449","B44BD443"
"001450","68AB2F9A"
"001451","A3314E10"
"001452","CDE367E5"
"001453","3F2E756A"
"001454","CEC996ED"
"001455","ECD8C3D8"
"001456","25644670"
"001457","F6AF2792"
"001458","19BC8736"
"001459","788D19CB"
"001460","29BE9EF0"
"001461","D99916FE"
"001462","A7FAC509"
"001463","31487298"
"001464","784E1D68"
"001465","237D928B"
"001466","82DC06D2"
"001467","4F5563F0"
"001468","75B27CDA"
"001469","91796D0A"
"001470","CA65BEAB"
"001471","780925F6"
"001472","780B972A"
"001473","C6735372"
"001474","C3318803"
"001475","2AB2E737"
"001476","6F5ED030"
"001477","FBDE7528"
"001478","11D7A621"
"001479","3121A029"
"001480","E7D639F6"
"001481","3E18DDD6"
"001482","DE33E9E2"
"001483","30EDCEF5"
"001484","7335D713"
"001485","9B08E65A"
"001486","89476422"
"001487","4F00715F"
"001488","C20F559E"
"001489","36A913FF"
"001490","82654363"
"001491","289CA3E1"
"001492","F9E8A455"
"001493","DBBDCD80"
"001494","2BC53AD3"
"001495","947D43E6"
"001496","83B5C6B2"
"001497","F6FC42C6"
"001498","1381D717"
"001499","2B63F537"
"001500","95B23F85"
"001501","1875E6B2"
"001502","BC751A18"
"001503","71C2E797"
"001504","5CD27924"
"001505","CA27DCDD"
"001506","DA51C671"
"001507","A3F6C451"
"001508","74B18986"
"001509","4319B9B1"
"001510","FDC3B161"
"001511","4BD21AAD"
"001512","E10BACA3"
"001513","6C82F566"
"001514","884D8404"
"001515","D907B0C0"
"001516","2981E039"
"001517","71FA73E0"
"001518","2C06435B"
"001519","364D1783"
"001520","EF8EF528"
"001521","6EBF7B79"
"001522","294506AB"
"001523","32DAE1A5"
"001524","A7427FF1"
"001525","88B78392"
"001526","4BB537B6"
"001527","E33BDD16"
"001528","E5820056"
"001529","5DC833B4"
"001530","6939BD03"
"001531","1528B152"
"001532","9A3CA773"
"001533","F1C0F3FE"
"001534","C7717025"
"001535","88793C78"
"001536","AA2A16D3"
"001537","4A137525"
"001538","F09B3FA5"
"001539","A3011916"
"001540","A2587A7D"
"001541","892686D9"
"001542","A60459A6"
"001543","7678A1A5"
"001544","2FFA603E"
"001545","D51AA348"
"001546","E516C4D4"
"001547","1E5FDADE"
"001548","3090A5D3"
"001549","B5638F47"
"001550","6C8AC089"
"001551","78149EF2"
"001552","E1B8E619"
"001553","F7A6690B"
"001554","B9295367"
"001555","21216D25"
"001556","2494BFFD"
"001557","76D78ED0"
"001558","ACFA6269"
"001559","EF163A22"
"001560","1EEA5664"
"001561","6F9FB3E4"
"001562","10A4B55B"
"001563","7908A5EB"
"001564","23CA6E50"
"001565","429B8D99"
"001566","1D3242AA"
"001567","BD24F42A"
"001568","36B48658"
"001569","E0156E60"
"001570","CC572B1B"
"001571","7C85253F"
"001572","7EDD481D"
"001573","D96437BF"
"001574","FEC5BBC9"
"001575","E4CF9674"
"001576","1C67B690"
"001577","DA26FC97"
"001578","2B05DECD"
"001579","79EA8067"
"001580","E70D777B"
"001581","6720B764"
"001582","CBB253DB"
"001583","9A5DBD3B"
"001584","2CDE94F7"
"001585","E183750D"
"001586","69EA16AD"
"001587","DEC82D31"
"001588","A06D1E69"
"001589","F4064F90"
"001590","E8304E34"
"001591","D81A229E"
"001592","E7E50075"
"001593","FB2D9DD2"
"001594","9AE12885"
"001595","B1122C6E"
"001596","6A3C7973"
"001597","BBB8B6FF"
"001598","85CDFFE8"
"001599","C5C5A8EE"
"001600","2CD58AE0"
"001601","C134A654"
"001602","627F2CB1"
"001603","EFCA75A3"
"001604","F294C1CE"
"001605","CB3F33E9"
"001606","6005E0E0"
"001607","9EE3273F"
"001608","559DBD73"
"001609","F211A160"
"001610","8C34707C"
"001611","DCDB2121"
"001612","6691D06A"
"001613","22767654"
"001614","E67F6162"
"001615","9F8BF2B0"
"001616","37591B0D"
"001617","FE59C2FB"
"001618","9EB5AA33"
"001619","BDD15422"
"001620","7C2A8269"
"001621","B1AF33AE"
"001622","452A7A19"
"001623","BB7D2A50"
"001624","BBB2E286"
"001625","737558E8"
"001626","66D6EB78"
"001627","7D28EA99"
"001628","8EE7DA3D"
"001629","A82980FA"
"001630","C66601BB"
"001631","7F0DC21B"
"001632","823E936D"
"001633","2E0B85F2"
"001634","7B09537E"
"001635","B1D8E296"
"001636","E4AAE416"
"001637","B41CEE2B"
"001638","6760BE33"
"001639","95BD4E2D"
"001640","64F72EC7"
"001641","6AD2BE9F"
"001642","B5AB8456"
"001643","9ED088AA"
"001644","CBB1581C"
"001645","40FD6225"
"001646","22E538FF"
"001647","2E0B8C94"
"001648","57153C8A"
"001649","8876025F"
"001650","905CD3A5"
"001651","28156057"
"001652","EF08FD9D"
"001653","5CACB413"
"001654","82C05109"
"001655","9E48B19D"
"001656","716B8C77"
"001657","D93ED6D0"
"001658","D6833E66"
"001659","C731D133"
"001660","BAA1CDDE"
"001661","28490744"
"001662","A3F28E45"
"001663","9A0E72CA"
"001664","6B7ABA1C"
"001665","8F3403C1"
"001666","C1341BCE"
"001667","C4A490A2"
"001668","A42ED775"
"001669","3547E620"
"001670","E5DC34B6"
"001671","6411D0AA"
"001672","6C6B7038"
"001673","195D0D3F"
"001674","BAAF917F"
"001675","D800CDF0"
"001676","AA05E1A5"
"001677","2B8E1D0F"
"001678","68941715"
"001679","C3FDA357"
"001680","BB1F6A5E"
"001681","94DA6EEB"
"001682","A39EC48D"
"001683","EC6F1C42"
"001684","A52DCE37"
"001685","D13455C1"
"001686","6A992A20"
"001687","9405E462"
"001688","E08939E0"
"001689","B08296EE"
"001690","9044CD93"
"001691","E33F1DE5"
"001692","C7CBBD61"
"001693","28A8722E"
"001694","720ED77C"
"001695","B5E3B946"
"001696","EB7AC650"
"001697","FDB3A0DD"
"001698","DFD26CAE"
"001699","9A39F029"
"001700","DD1EF06C"
"001701","C5DBA677"
"001702","A9B41119"
"001703","EAEA4153"
"001704","411A934C"
"001705","9509D15D"
"001706","AC0C79A2"
"001707","57655497"
"001708","DC3B6CB1"
"001709","B72D550A"
"001710","A5C52331"
"001711","A6E41C6A"
"001712","E12FC1A4"
"001713","41AAD016"
"001714","5B751A02"
"001715","27E79E11"
"001716","EAB35F12"
"001717","9AC2AA79"
"001718","F0F8483A"
"001719","3169BA07"
"001720","B174D260"
"001721","61D5A395"
"001722","4C27B274"
"001723","BBBC5A51"
"001724","185F3E3E"
"001725","A4FAF603"
"001726","DDC4FBEE"
"001727","85606124"
"001728","1F212AB4"
"001729","A7676B46"
"001730","E997994D"
"001731","13E9BD50"
"001732","D974AEB0"
"001733","F8B0C618"
"001734","64260CC9"
"001735","9A51FD7E"
"001736","A1D95678"
"001737","AF04DC3A"
"001738","5B618BB7"
"001739","44E6CC16"
"001740","401C2443"
"001741","2DF7C49E"
"001742","F00671C2"
"001743","5F4DA8D2"
"001744","27360AD0"
"001745","A0987A07"
"001746","475FDE12"
"001747","5AE24893"
"001748","C2B545F6"
"001749","40074EA7"
"001750","4088DACC"
"001751","1B00F744"
"001752","FA11EA3E"
"001753","57D59383"
"001754","5D31706A"
"001755","699A5BAD"
"001756","77FA120A"
"001757","1701D279"
"001758","245A04CE"
"001759","40BA012B"
"001760","F4CE061B"
"001761","7F6FFCA2"
"001762","1D6361F6"
"001763","CD750072"
"001764","BE30BEC1"
"001765","6E48E95D"
"001766","2B3DCCF2"
"001767","66022F44"
"001768","E9BD22F7"
"001769","D5B88A39"
"001770","4A6D8230"
"001771","8F892FD3"
"001772","1E9C5F58"
"001773","E40E31AC"
"001774","510702A9"
"001775","F081C4FF"
"001776","78E5BB11"
"001777","6D4E4C27"
"001778","6DB1862A"
"001779","FA48CA0A"
"001780","AA5C45AE"
"001781","3AD0EC05"
"001782","4229FC69"
"001783","FFDC2B08"
"001784","B64AC0FF"
"001785","4894898D"
"001786","56ACF910"
"001787","F87B435D"
"001788","C9EA25C3"
"001789","C1785487"
"001790","E619E8B6"
"001791","6334FBE4"
"001792","5FEB2302"
"001793","7A9D7A8A"
"001794","968DF207"
"001795","24390EA0"
"001796","4466F933"
"001797","42BABE2C"
"001798","F7A0E1F9"
"001799","860DCCC6"
"001800","BEA80EE3"
"001801","2439C3F8"
"001802","F65A8405"
"001803","5797C712"
"001804","5FE6A1A4"
"001805","18816E92"
"001806","6F62C220"
"001807","6C2CBA17"
"001808","C941F2B1"
"001809","6FDCB1E8"
"001810","D1DAF3B2"
"001811","8CB71CB9"
"001812","F7EA4BBA"
"001813","1BF9379F"
"001814","40BAB46C"
"001815","F03BB240"
"001816","EC9C425C"
"001817","9B05341A"
"001818","CD76A859"
"001819","B6DE7EED"
"001820","633992C9"
"001821","26FFD3DC"
"001822","55238994"
"001823","B4D08076"
"001824","5877F8D1"
"001825","C7DB969E"
"001826","E933E090"
"001827","7A5B87A0"
"001828","7E4A6209"
"001829","E79E0096"
"001830","BE5AC9AA"
"001831","438D9786"
"001832","1BD4DBE7"
"001833","3DB3FE11"
"001834","7F0A2334"
"001835","74D12530"
"001836","AB679AB2"
"001837","C23E5915"
"001838","136E8814"
"001839","220B9CF2"
"001840","38297F0D"
"001841","9B25A39A"
"001842","56B77433"
"001843","E3A78777"
"001844","75C6736F"
"001845","BB50F27C"
"001846","28E5F5D9"
"001847","703BB464"
"001848","9EA2065E"
"001849","4866CE19"
"001850","A5484721"
"001851","324CC7DB"
"001852","C0BA9E47"
"001853","8D0BB492"
"001854","5034B530"
"001855","7FF289E5"
"001856","5695A999"
"001857","749D8E33"
"001858","4A823174"
"001859","E5F65868"
"001860","383929C9"
"001861","39F7774E"
"001862","26A8EC78"
"001863","D14C1DB0"
"001864","8862F7CE"
"001865","F4D53964"
"001866","FA615E66"
"001867","98932A28"
"001868","D3DA251B"
"001869","18F9DC1A"
"001870","38041845"
"001871","BB984E97"
"001872","83E2D85F"
"001873","3748A43B"
"001874","8CD8C193"
"001875","509E9C3E"
"001876","D989025F"
"001877","138BE9DE"
"001878","44EE9FBA"
"001879","4680253F"
"001880","75A250D0"
"001881","99B11DE8"
"001882","3A0509C3"
"001883","DF8423A7"
"001884","E913B9D3"
"001885","EACD671E"
"001886","D9762647"
"001887","E313DF1F"
"001888","5A1304D8"
"001889","FD4A2BB6"
"001890","25025485"
"001891","5C43B8C7"
"001892","15C8ACB4"
"001893","4424F557"
"001894","FBC69FC4"
"001895","E071B94E"
"001896","E9E27C42"
"001897","DF3A027D"
"001898","F394A07E"
"001899","6C07010A"
"001900","8F5348CD"
"001901","DA1CED45"
"001902","E74E235B"
"001903","73B57C0D"
"001904","46A823D2"
"001905","280EC3D7"
"001906","5CD300FD"
"001907","36573991"
"001908","37076AE5"
"001909","9A2CF6D9"
"001910","447B7CD7"
"001911","76E0C51C"
"001912","1B1A10FF"
"001913","B10076A7"
"001914","150590DE"
"001915","3EA3E348"
"001916","8ACB823F"
"001917","5420674F"
"001918","5947825F"
"001919","CE6C1310"
"001920","6DF884E0"
"001921","B9A7C45C"
"001922","48E624E3"
"001923","28CA2DBF"
"001924","5AD172C9"
"001925","2BC95A95"
"001926","2AB924E8"
"001927","E130900D"
"001928","22E02F44"
"001929","F4D97238"
"001930","5673BF8A"
"001931","EA4D211A"
"001932","5B4E38BC"
"001933","49B08E97"
"001934","339444C9"
"001935","1A5A9E00"
"001936","B0333220"
"001937","BF569DF0"
"001938","4D88C425"
"001939","95EE89DE"
"001940","BF604BB6"
"001941","E371FE79"
"001942","606344A4"
"001943","69151F65"
"001944","7D48E32A"
"001945","CF01B6BE"
"001946","CE63E88D"
"001947","5B58A487"
"001948","8654C14C"
"001949","B0763D8A"
"001950","CD0B5B74"
"001951","BD9D844F"
"001952","6814508C"
"001953","C54839DD"
"001954","F853EA10"
"001955","1088874C"
"001956","D07B3088"
"001957","9BB8919C"
"001958","DC1BA84C"
"001959","EF709434"
"001960","DD7182FE"
"001961","EB712D42"
"001962","E6B5FE8C"
"001963","56A94DC7"
"001964","BCB8545C"
"001965","FF49CEBD"
"001966","EC070536"
"001967","D43FF96B"
"001968","3B498020"
"001969","BB805A14"
"001970","76770887"
"001971","881003D4"
"001972","CC076ECA"
"001973","A23FF29E"
"001974","DA7899EC"
"001975","3B608C93"
"001976","AFBD0F34"
"001977","345E489D"
"001978","5A478A33"
"001979","990850D9"
"001980","E41A6C55"
"001981","4DC27DE8"
"001982","11F32F91"
"001983","1D615E09"
"001984","D4863AE4"
"001985","D3F4F9E7"
"001986","7FB257EB"
"001987","5121E22A"
"001988","E648C65D"
"001989","E9E39190"
"001990","59EB4326"
"001991","DB7B8321"
"001992","71C09482"
"001993","7DF1642A"
"001994","63460B98"
"001995","BEAE96C1"
"001996","CBFD2698"
"001997","5EF5C7BF"
"001998","AD8BD7FE"
"001999","368A9F54"
"002000","DF48366F"
"002001","41D9AC4C"
"002002","8E0137A4"
"002003","D22169A7"
"002004","45D1CA76"
"002005","440ECFAE"
"002006","C9560C1D"
"002007","713E2FC0"
"002008","A7DF88D0"
"002009","DF282345"
"002010","F23159B6"
"002011","1AFE1D78"
"002012","E68BA40B"
"002013","CF66C8D7"
"002014","5BCB696F"
"002015","8D339753"
"002016","5D4BC294"
"002017","E21AFE18"
"002018","89F48E00"
"002019","1C09A6A9"
"002020","FF24408F"
"002021","39445E2A"
"002022","B152FAAD"
"002023","6EA8E749"
"002024","C8982D98"
"002025","EFE8D33E"
"002026","F58E01C2"
"002027","A86B5758"
"002028","BD126767"
"002029","EE259F6E"
"002030","EF891DBB"
"002031","CE786C69"
"002032","6DB02A1F"
"002033","5509D461"
"002034","33BD2747"
"002035","276EC9C2"
"002036","A80180E7"
"002037","C8D59EFD"
"002038","E02A1592"
"002039","EE0CF9E0"
"002040","757FEF73"
"002041","4445C978"
"002042","4A47A820"
"002043","68968BF9"
"002044","4827B64A"
"002045","491ECA5C"
"002046","F7C75E11"
"002047","ECFEF2C6"
"002048","EDCC1260"
"002049","5136CC3F"
"002050","70E617A3"
"002051","FDAF88ED"
"002052","3A6AD70A"
"002053","B7CA05F6"
"002054","D077C017"
"002055","DC0A1621"
"002056","A9EFC4C0"
"002057","3CF0C3A7"
"002058","FCC36751"
"002059","2C9536EC"
"002060","E383F9BA"
"002061","449A888E"
"002062","5CB22223"
"002063","250C0A0F"
"002064","2BB1DB8F"
"002065","A77D9D41"
"002066","66BF18BC"
"002067","16567EDC"
"002068","8F51E06D"
"002069","16F675FA"
"002070","D2831DB7"
"002071","2BBBA642"
"002072","A7608F55"
"002073","34DE493B"
"002074","D2A2316B"
"002075","CD6B6955"
"002076","B58A1C47"
"002077","A5EC3A57"
"002078","AB4D504A"
"002079","26C8FF9A"
"002080","E26400FB"
"002081","1040763F"
"002082","3976EC4A"
"002083","30AB8A35"
"002084","18F8EE59"
"002085","C844A457"
"002086","20447028"
"002087","CD163205"
"002088","77777BA6"
"002089","B4190A35"
"002090","35332EA1"
"002091","ACB528E5"
"002092","F27FEC7E"
"002093","E951C0C2"
"002094","97D31D7E"
"002095","AEB8ECE4"
"002096","77B977EB"
"002097","79D35F35"
"002098","87E5B9E1"
"002099","D1752EE7"
"002100","E50363C9"
"002101","CB2A75B1"
"002102","B41B77AE"
"002103","4D74BCFC"
"002104","1BC2605E"
"002105","FFC53E31"
"002106","74961E54"
"002107","857FCFD1"
"002108","F3767B61"
"002109","4B02DD49"
"002110","4EC26E0B"
"002111","345E18AB"
"002112","A3F2115C"
"002113","50179901"
"002114","FC076FC9"
"002115","1CE9F5F9"
"002116","DE361714"
"002117","98516095"
"002118","7A35D3FC"
"002119","2A562871"
"002120","93241F75"
"002121","DF5406FB"
"002122","6B8DB696"
"002123","15536CC2"
"002124","68E27BAB"
"002125","BB709294"
"002126","FC9D340C"
"002127","470F55B7"
"002128","6AFAD81E"
"002129","A546FDB5"
"002130","482623C8"
"002131","F4D1CC70"
"002132","E5E7B0ED"
"002133","746DCB7D"
"002134","B4A5626C"
"002135","3E4A91DD"
"002136","9CF10594"
"002137","7EE6CE2B"
"002138","6C0203E6"
"002139","356C2401"
"002140","B0E4A494"
"002141","16B4838E"
"002142","F456D0F1"
"002143","F0FD6446"
"002144","FF627237"
"002145","53EF5F07"
"002146","D8B4719D"
"002147","42D764E9"
"002148","FD210D56"
"002149","72466DE8"
"002150","DA26A07E"
"002151","6010B3D3"
"002152","F1BB2A3D"
"002153","C6E2A708"
"002154","CC32C978"
"002155","8C238DBF"
"002156","29420E5C"
"002157","773053F2"
"002158","2C727506"
"002159","B8685194"
"002160","86FD8094"
"002161","421DE85F"
"002162","E2D7DC28"
"002163","57099625"
"002164","F56D9A1F"
"002165","CBEBAFF1"
"002166","27970928"
"002167","4BE3451C"
"002168","79CECF75"
"002169","E0B3AC93"
"002170","3C99E1EC"
"002171","CE8A17C2"
"002172","D50C9529"
"002173","3B5D08D7"
"002174","6AD17F73"
"002175","C704D694"
"002176","C93AFE73"
"002177","5DBA7DA2"
"002178","87A32D44"
"002179","A28CBBD4"
"002180","815BB8FE"
"002181","3B1F0B18"
"002182","BC1B769D"
"002183","2EF659A2"
"002184","E95EC236"
"002185","E0C062F0"
"002186","EE7D9E02"
"002187","6A3063B2"
"002188","8DFB3787"
"002189","36CA66EA"
"002190","A731DD30"
"002191","8F91B967"
"002192","EF28A1EF"
"002193","1A131B3E"
"002194","F400D4C8"
"002195","467C15F9"
"002196","FCAD1D8D"
"002197","48EA68D7"
"002198","87F682A7"
"002199","6D24C267"
"002200","8A60B9DF"
"002201","AD8D178F"
"002202","63332565"
"002203","CF20A889"
"002204","497276C7"
"002205","264E5561"
"002206","4C5C6B3D"
"002207","699D2D8D"
"002208","5D273C83"
"002209","16973638"
"002210","B54D4A27"
"002211","AEFB2A8D"
"002212","F4372EE7"
"002213","1C6783D0"
"002214","E60EE440"
"002215","28CD6C12"
"002216","2C19B8AF"
"002217","4C0F3F7E"
"002218","5C10D696"
"002219","820811A0"
"002220","A93CB6C4"
"002221","DF643A29"
"002222","8003548A"
"002223","5B7A322D"
"002224","CE4F19D5"
"002225","B6C31D47"
"002226","FAA16AF5"
"002227","42772321"
"002228","E57365D9"
"002229","10B74743"
"002230","4825D200"
"002231","A4E0C16F"
"002232","205A6C2D"
"002233","2930D9AF"
"002234","9310A6D8"
"002235","4E901FA5"
"002236","7FF29E97"
"002237","82BC5D92"
"002238","295072AC"
"002239","3A65F436"
"002240","A9845FED"
"002241","F33B571B"
"002242","8ACCDC01"
"002243","5D182DF4"
"002244","CDBFAF28"
"002245","7A292EFA"
"002246","ADBD615A"
"002247","D91E093B"
"002248","EE6B8BCC"
"002249","E883CD46"
"002250","342281EF"
"002251","51E80736"
"002252","91137744"
"002253","29FB477A"
"002254","4E23AEAD"
"002255","A8DD2CB9"
"002256","C83B7040"
"002257","AC1802DF"
"002258","97006878"
"002259","9062DF3A"
"002260","614EC94D"
"002261","C292A812"
"002262","2DAEE67D"
"002263","B080C681"
"002264","B3AA3A4D"
"002265","60254A37"
"002266","FF2EAACE"
"002267","957E1255"
"002268","D4CD8DB0"
"002269","C8A92166"
"002270","5F015FC8"
"002271","BB2181F4"
"002272","96ED46E0"
"002273","646039A5"
"002274","3228627B"
"002275","7F098E8D"
"002276","81C8A5F7"
"002277","44D66FEE"
"002278","2A71538E"
"002279","39DE1A54"
"002280","E9D46518"
"002281","69D128C0"
"002282","5AC81AB3"
"002283","11E8FF7B"
"002284","2776903C"
"002285","2851151B"
"002286","F9B0AC58"
"002287","39EEE636"
"002288","F73BDA46"
"002289","BEB56B83"
"002290","B4F70273"
"002291","5CEDB916"
"002292","CC9AC9DC"
"002293","6F9BF4AC"
"002294","790F9ADF"
"002295","E2B2218E"
"002296","6B052407"
"002297","91254B2B"
"002298","1F8EE1A8"
"002299","32016226"
"002300","BCB3F149"
"002301","C7D0AD5B"
"002302","7A89E8B1"
"002303","6B60F8FE"
"002304","4BC67C4D"
"002305","532EC330"
"002306","C69EC884"
"002307","8B516083"
"002308","48F8ABE1"
"002309","3736B5A5"
"002310","C2CF0BD5"
"002311","C41D5607"
"002312","AB611AAA"
"002313","A714FAEF"
"002314","A44286DA"
"002315","2E2B0263"
"002316","EE534563"
"002317","F5D73543"
"002318","D474F8E0"
"002319","1A08671D"
"002320","15AE38B8"
"002321","C664828D"
"002322","523CDAE6"
"002323","C9386B31"
"002324","BD8C1610"
"002325","4EBDA1F8"
"002326","2985B64B"
"002327","6A11EE2A"
"002328","2072D580"
"002329","828C4B99"
"002330","328467FE"
"002331","A7CE3CAF"
"002332","4ED2A345"
"002333","8E95194A"
"002334","A797AF68"
"002335","72304919"
"002336","EBCA36CC"
"002337","D9AB65A6"
"002338","C0F36695"
"002339","5FFA043C"
"002340","F5D584B3"
"002341","B0527B13"
"002342","56A0C73B"
"002343","CCB13DAB"
"002344","CE372DD8"
"002345","364378A3"
"002346","5C4A197B"
"002347","FD016329"
"002348","9799059F"
"002349","449B4634"
"002350","6EB42CCA"
"002351","6D53848E"
"002352","838C1839"
"002353","8C800007"
"002354","10B3FF3D"
"002355","B401FB8C"
"002356","3F3C87FC"
"002357","5C9931BE"
"002358","3CDAEBE5"
"002359","83D91494"
"002360","41D9A625"
"002361","43C24638"
"002362","C9FFC656"
"002363","2C621B5B"
"002364","1ADEA8A2"
"002365","8CEA89A7"
"002366","8B37416B"
"002367","23C22C82"
"002368","D39459A9"
"002369","C7221EB4"
"002370","1FB9FF64"
"002371","61C22643"
"002372","55D02174"
"002373","B95F47E0"
"002374","D4A2AEF3"
"002375","2CE11FB8"
"002376","6220CCB9"
"002377","639361D7"
"002378","D95A90E6"
"002379","D11EC0D6"
"002380","F1456C50"
"002381","A632F1A1"
"002382","27F6CBD1"
"002383","4C76DF99"
"002384","67F6B211"
"002385","E6602770"
"002386","64B4E8C2"
"002387","3ED3BD0E"
"002388","98B7264F"
"002389","D77330C3"
"002390","9B30DAB1"
"002391","6A88486C"
"002392","BD8A9989"
